Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,1,8,0,20.64,0.0,28.51,12.4,0.96,1.82,0,0.0
1,2,8,0,20.54,0.0,28.47,7.5,0.36,1.45,0,0.0
1,3,8,0,20.59,0.0,27.49,14.6,0.0,1.95,0,0.0
1,4,8,0,20.54,0.0,26.53,10.0,0.0,1.66,0,0.0
1,5,8,0,20.51,0.0,25.67,9.1,0.12,1.49,0,0.0
1,6,8,0,20.5,0.0,25.01,9.5,1.2,1.63,0,0.0
1,7,8,0,20.57,0.0,24.59,15.5,1.92,1.88,0,0.0
1,8,8,0,20.54,0.0,24.32,12.8,10.32,1.77,0,0.0
1,9,8,0,20.55,0.0,23.8,13.3,12.96,1.87,0,63.513
1,10,8,0,20.62,0.0,23.01,15.7,12.72,2.16,0,125.992
1,11,8,0,20.56,0.0,22.47,7.6,11.4,1.86,0,164.418
1,12,8,0,20.74,0.0,21.51,19.0,8.04,2.79,0,171.869
1,13,8,0,20.71,0.0,20.98,13.1,4.8,2.41,0,164.556
1,14,8,0,20.72,0.0,20.54,13.9,2.04,2.39,0,138.788
1,15,8,0,20.73,0.0,20.07,15.1,1.08,2.54,0,91.1782
1,16,8,0,20.73,0.0,19.93,14.6,1.2,2.26,0,36.282
1,17,8,0,20.69,0.0,20.37,13.2,1.56,2.03,0,0.0
1,18,8,0,20.68,0.0,21.81,12.7,1.44,2.11,0,0.0
1,19,8,0,20.7,0.0,24.38,14.0,2.4,2.16,0,0.0
1,20,8,0,20.82,0.0,26.07,21.0,3.6,3.3,0,0.0
1,21,8,0,20.83,0.0,27.57,21.3,2.88,3.24,0,0.0
1,22,8,0,20.76,0.0,28.38,16.8,1.92,2.3,0,0.0
1,23,8,0,20.81,0.0,28.51,21.6,9.12,3.16,0,0.0
1,24,8,0,20.73,0.0,28.53,15.9,2.76,2.01,0,0.0
1,1,2,0,20.63,0.0,28.41,11.3,0.84,1.74,0,0.0
1,2,2,0,20.55,0.0,27.87,11.6,0.84,1.57,0,0.0
1,3,2,0,20.52,0.0,26.85,12.0,0.0,1.48,0,0.0
1,4,2,0,20.5,0.0,25.99,7.6,0.0,1.14,0,0.0
1,5,2,0,20.5,0.0,24.89,12.8,0.0,1.31,0,0.0
1,6,2,0,20.49,0.0,23.66,12.9,0.48,1.37,0,0.0
1,7,2,0,20.5,0.0,22.14,15.1,4.68,1.36,0,0.0
1,8,2,0,20.5,0.0,20.95,15.3,21.0,1.44,0,0.0
1,9,2,0,20.51,0.0,19.72,17.1,5.64,1.55,0,5.83991
1,10,2,0,20.56,0.0,18.85,12.4,9.6,1.83,0,264.002
1,11,2,0,20.7,0.0,18.16,19.4,9.0,3.09,0,348.772
1,12,2,0,20.68,0.0,17.89,12.8,8.88,2.51,0,379.48
1,13,2,0,20.61,0.0,17.94,8.7,0.48,1.99,0,224.0
1,14,2,0,20.66,0.0,17.81,15.3,5.16,2.4,0,244.785
1,15,2,0,20.65,0.0,17.78,13.9,0.96,2.19,0,138.12
1,16,2,0,20.61,0.0,18.0,13.6,3.48,1.99,0,66.5576
1,17,2,0,20.57,0.0,18.52,13.9,7.68,1.73,0,0.0
1,18,2,0,20.55,0.0,19.66,13.5,3.84,1.73,0,0.0
1,19,2,0,20.55,0.0,20.99,13.5,3.6,1.65,0,0.0
1,20,2,0,20.56,0.0,21.41,15.5,2.76,1.79,0,0.0
1,21,2,0,20.64,0.0,21.32,22.1,2.04,2.12,0,0.0
1,22,2,0,20.64,0.0,21.59,20.5,5.52,1.94,0,0.0
1,23,2,0,20.54,0.0,21.93,13.1,0.96,1.47,0,0.0
1,24,2,0,20.55,0.0,21.91,17.8,0.6,1.62,0,0.0
1,1,3,0,20.52,0.0,22.01,14.3,3.48,1.51,0,0.0
1,2,3,0,20.5,0.0,22.29,11.3,2.04,1.22,0,0.0
1,3,3,0,20.5,0.0,22.42,14.9,0.48,1.46,0,0.0
1,4,3,0,20.5,0.0,22.38,13.6,0.0,1.35,0,0.0
1,5,3,0,20.51,0.0,22.32,16.2,0.0,1.46,0,0.0
1,6,3,0,20.49,0.0,22.24,11.4,3.36,1.24,0,0.0
1,7,3,0,20.52,0.0,22.16,18.5,2.52,1.57,0,0.0
1,8,3,0,20.5,0.0,22.37,12.4,17.16,1.35,0,0.0
1,9,3,0,20.52,0.0,22.27,18.2,10.68,1.69,0,64.5374
1,10,3,0,20.55,0.0,21.95,18.6,15.0,1.94,0,119.602
1,11,3,0,20.55,0.0,21.68,15.5,3.96,1.92,0,166.538
1,12,3,0,20.58,0.0,21.27,15.5,5.76,2.09,0,218.636
1,13,3,0,20.6,0.0,21.07,13.5,3.48,2.21,0,237.616
1,14,3,0,20.64,0.0,20.93,15.5,0.48,2.32,0,208.336
1,15,3,0,20.63,0.0,20.94,14.7,1.92,2.29,0,129.731
1,16,3,0,20.59,0.0,20.94,13.0,1.68,1.96,0,53.7221
1,17,3,0,20.59,0.0,20.97,16.1,2.16,1.96,0,0.0
1,18,3,0,20.57,0.0,21.68,14.0,2.64,1.84,0,0.0
1,19,3,0,20.59,0.0,22.73,15.7,5.52,1.87,0,0.0
1,20,3,0,20.56,0.0,23.4,13.6,4.2,1.81,0,0.0
1,21,3,0,20.65,0.0,23.23,20.6,1.56,2.14,0,0.0
1,22,3,0,20.61,0.0,23.24,17.0,2.04,1.87,0,0.0
1,23,3,0,20.56,0.0,23.33,14.0,2.4,1.65,0,0.0
1,24,3,0,20.56,0.0,23.3,16.6,0.84,1.69,0,0.0
1,1,4,0,20.52,0.0,23.37,12.1,3.24,1.46,0,0.0
1,2,4,0,20.5,0.0,23.25,12.4,0.84,1.34,0,0.0
1,3,4,0,20.51,0.0,22.92,15.2,0.12,1.5,0,0.0
1,4,4,0,20.5,0.0,22.52,12.1,0.24,1.2,0,0.0
1,5,4,0,20.49,0.0,22.29,10.2,0.12,1.02,0,0.0
1,6,4,0,20.49,0.0,22.12,12.8,5.88,1.22,0,0.0
1,7,4,0,20.49,0.0,22.09,12.1,4.44,1.12,0,0.0
1,8,4,0,20.51,0.0,22.14,17.8,19.2,1.6,0,0.0
1,9,4,0,20.52,0.0,21.9,20.1,10.68,1.65,0,36.6133
1,10,4,0,20.51,0.0,21.46,15.9,9.6,1.56,0,74.2487
1,11,4,0,20.52,0.0,20.93,18.3,6.0,1.75,0,102.166
1,12,4,0,20.5,0.0,20.62,11.6,8.88,1.39,0,115.917
